31150,ykk厂后门,653路,479301.130173999990000,2511448.807010000100000
41298,ykk厂后门,M331路,479342.310164000020000,2511455.285170000000000
42119,ykk厂后门,M341路,479310.469969000030000,2511445.848480000200000
41353,ykk厂后门,M331路,479300.101278999990000,2511446.910310000200000
41954,ykk厂后门,M341路,479333.069079999990000,2511455.148510000200000
42264,ykk厂后门,M351路,479308.620047000000000,2511444.271530000000000
42342,ykk厂后门,M351路,479356.075690999980000,2511461.020810000100000
35634,ykk拉链厂,B716路,479483.723439999970000,2511374.089960000000000
39374,ykk拉链厂,M251路,479478.487662000000000,2511375.788050000100000
35665,ykk拉链厂,B716路,479477.555192000000000,2511368.360849999800000
39348,ykk拉链厂,M251路,479483.212498000010000,2511376.406769999800000
36034,阿宝工业园,B861路,502759.677288000010000,2513721.049759999800000
36103,阿宝工业园,B861路,502782.855401000010000,2513721.878490000000000
36385,阿宝工业园,B732路,502829.483685999990000,2513655.470150000000000
45013,阿宝工业园,M464路,502787.447662000020000,2513717.195619999900000
44947,阿宝工业园,M464路,502761.208859000010000,2513721.075269999900000
36318,阿宝工业园,B732路,502823.156949000030000,2513663.223460000000000
24376,埃迪蒙托,M234路,485704.060951000020000,2519530.613620000000000
39764,埃迪蒙托,M284路,485711.382288000020000,2519530.963889999800000
40581,埃迪蒙托,M284路,485863.883264000000000,2519566.746869999900000
13842,埃迪蒙托,M436路,485897.494637000030000,2519582.187200000000000
32344,埃迪蒙托,629路,485721.077255000010000,2519536.817220000100000
43958,埃迪蒙托,M411路,485701.173279999990000,2519529.543649999900000
24479,埃迪蒙托,M234路,485887.185872000000000,2519580.975800000100000
32758,埃迪蒙托,635路,485711.279897000000000,2519532.846200000000000
43860,埃迪蒙托,M411路,485881.000021999990000,2519578.833050000000000
13784,埃迪蒙托,M436路,485719.737167000010000,2519537.829830000200000
32657,埃迪蒙托,635路,485884.298575999970000,2519578.352980000000000
33378,艾美特公司,791路,492478.121614000000000,2506718.801200000100000
41996,艾美特旧厂,M345路,492025.179260000000000,2507095.604760000000000
40752,艾美特旧厂,M345路,492028.662628000020000,2507095.529589999900000
41362,艾默生工业园,M331路,478180.435670999980000,2510767.691380000200000
41288,艾默生工业园,M331路,478154.267960999980000,2510752.803450000000000
38661,艾默生工业园,M252路,478162.076199000000000,2510767.117399999900000
38332,艾默生工业园,M236路,478156.111647000010000,2510750.183170000100000
38757,艾默生工业园,M252路,478153.242414999990000,2510752.894390000000000
31100,艾默生西门,639路,477998.905873999990000,2511254.847570000200000
30952,艾默生西门,639路,477989.799009000010000,2510894.702200000200000
33373,艾特特公司,791路,492574.124053000010000,2506915.435070000100000
23918,爱地花园,M229路,522544.160970999980000,2513781.992690000200000
19132,爱地花园,M458路,522514.466571000000000,2513775.034239999900000
26241,爱地花园,M361路,522671.988170999980000,2513821.629389999900000
25454,爱地花园,M276路,522672.812970999980000,2513821.620530000000000
20655,爱地花园,B669路,522531.686800999970000,2513777.156890000200000
19043,爱地花园,M458路,522673.535413999980000,2513820.616640000100000
22639,爱地花园,M446路,522667.349968999970000,2513819.908319999900000
26337,爱地花园,M361路,522530.963275999990000,2513779.378980000000000
25348,爱地花园,M276路,522534.366698000000000,2513778.896600000100000
20770,爱地花园,B669路,522666.835123999980000,2513819.028400000200000
25061,爱地花园,M317路,522539.317527999990000,2513777.621540000200000
24914,爱地花园,M317路,522625.497022999970000,2513810.292650000200000
24545,爱地花园,M230路,522683.947332000010000,2513821.944240000100000
23893,爱地花园,M229路,522645.805857000000000,2513814.275620000000000
23701,爱地花园,M230路,522472.909915000030000,2513768.998279999900000
22682,爱地花园,M446路,522535.706643000010000,2513779.766470000100000
7009,爱国大厦,83路,513036.938280000000000,2494169.907850000100000
4531,爱国大厦,29路,513065.894853000010000,2494248.762500000200000
9873,爱国大厦,M348路,513055.648985999990000,2494228.813699999800000
13651,爱国大厦,M445路,513046.788936000030000,2494181.107069999900000
16309,爱国大厦,372路,513031.919885999990000,2494158.773949999800000
11947,爱国大厦,N2路,513066.822541999980000,2494247.447170000100000
15959,爱国大厦,372路,513059.444777000000000,2494233.513259999900000
11966,爱国大厦,N2路,513035.091706999990000,2494167.559090000100000
4825,爱国大厦,229路,513062.316616000030000,2494237.425689999900000
882,爱国大厦,104路,513056.371449999980000,2494227.274170000100000
1645,爱国大厦,242路,513030.887595999990000,2494161.084160000100000
13643,爱国大厦,M445路,513091.233497000010000,2494280.097800000100000
1019,爱国大厦,104路,513041.142934000000000,2494176.051000000000000
4909,爱国大厦,229路,513038.370831999990000,2494173.800420000200000
4501,爱国大厦,29路,513027.103149999980000,2494149.856290000000000
1699,爱国大厦,242路,513059.855831999970000,2494233.629520000000000
1277,爱国大厦,214路,513069.092333999990000,2494243.051529999800000
43091,爱国大厦,M373路,513070.833002000000000,2494247.059359999800000
43128,爱国大厦,M373路,513037.038543000000000,2494171.347870000200000
7177,爱国大厦,83路,513073.800657999990000,2494254.846710000200000
1362,爱国大厦,214路,513047.906520000020000,2494188.647510000000000
9929,爱国大厦,M348路,513050.265550000010000,2494191.888729999800000
10259,爱华市场,M370路,508998.640976000000000,2492722.542969999800000
7814,爱华市场,B622路环线,509007.414110000010000,2492724.038999999900000
1288,爱华市场,214路,509017.112502000000000,2492729.170169999800000
15756,爱华市场,377路,509007.516408999970000,2492724.922489999800000
1351,爱华市场,214路,509024.245614000010000,2492719.629639999900000
15708,爱华市场,377路,509040.548954000000000,2492726.630179999900000
5873,爱华市场,62路,509008.136631999980000,2492724.136169999800000
5819,爱华市场,62路,509011.241007999980000,2492717.105640000200000
4491,爱华市场,29路,509000.817395000020000,2492714.422989999900000
29748,爱联地铁站,M320路,523548.929516999980000,2510268.349140000100000
18174,爱联地铁站,812路,523597.988575999970000,2510430.949039999900000
17487,爱联地铁站,811路,523591.154955999980000,2510354.067239999800000
17434,爱联地铁站,811路,523615.093874000010000,2510470.619390000100000
46573,爱联地铁站,深惠3A线,523595.431282999980000,2510423.432940000200000
15018,爱联地铁站,309路,523609.467691000030000,2510454.149530000100000
18436,爱联地铁站,833路,523605.623397000020000,2510375.154870000200000
23275,爱联地铁站,E23路,523578.226497999970000,2510382.106350000000000
24641,爱联地铁站,M278路,523597.729133000020000,2510360.463460000200000
29786,爱联地铁站,M320路,523629.266254000020000,2510485.735930000000000
3806,爱联地铁站,E23路,523578.226497999970000,2510382.106350000000000
23292,爱联地铁站,E23路,523599.140720999970000,2510374.069240000100000
16628,爱联地铁站,366路,523588.876549999990000,2510360.382090000000000
30050,爱联地铁站,M322路,523599.324870000010000,2510431.829909999900000
15318,爱联地铁站,380A线,523600.496450999980000,2510365.987129999800000
14965,爱联地铁站,309路,523598.647406000000000,2510364.222680000100000
24743,爱联地铁站,M319路,523596.882792000020000,2510370.978310000200000
19185,爱联地铁站,868区间线1,523578.359631000030000,2510320.914599999800000
21702,爱联地铁站,M266路,523597.528307000000000,2510358.140399999900000
18496,爱联地铁站,812路,523589.103609999990000,2510350.643830000000000
21529,爱联地铁站,M266路,523606.291603000020000,2510447.188399999900000
15627,爱联地铁站,380A线,523593.074395000000000,2510418.461290000000000
2559,爱联地铁站,358路,523593.225320000030000,2510348.749009999900000
16532,爱联地铁站,366路,523593.586473000000000,2510419.676789999900000
19118,爱联地铁站,868区间线1,523621.666273000010000,2510477.791699999900000
22102,爱联地铁站,M268路,523579.529592000010000,2510398.367949999900000
18309,爱联地铁站,833路,523603.222244000000000,2510438.456549999800000
22069,爱联地铁站,M268路,523596.288226999980000,2510360.357530000200000
46713,爱联地铁站,330B线,523596.255797000020000,2510375.295849999900000
46475,爱联地铁站,深惠3A线,523575.664479000030000,2510329.444199999800000
30000,爱联地铁站,M322路,523548.827299000000000,2510268.017560000100000
24810,爱联地铁站,M319路,523598.902191000000000,2510436.921380000200000
25591,爱联地铁站,M359路,523606.285915000010000,2510449.844120000000000
25685,爱联地铁站,M359路,523586.648205999980000,2510343.680920000200000
2396,爱联地铁站,358路,523604.528415000010000,2510453.390670000100000
3627,爱联地铁站,E23路,523599.140720999970000,2510374.069240000100000
24603,爱联地铁站,M278路,523602.092072000030000,2510437.464310000200000
24560,爱联第二市场,M230路,523702.406215000020000,2510083.097260000200000
19144,爱联第二市场,M458路,523756.007747999970000,2510044.701010000000000
27423,爱联第二市场,M304路,523748.756945999980000,2510065.406280000200000
23685,爱联第二市场,M230路,523784.308276999970000,2510043.657380000200000
29941,爱联第二市场,M277路,523835.108029000000000,2510011.833370000100000
29924,爱联第二市场,M277路,523745.798169000020000,2510054.236089999800000
19031,爱联第二市场,M458路,523783.485334000030000,2510043.548010000000000
27593,爱联第二市场,M304路,523731.488154000020000,2510056.698760000100000
22103,爱联社区,M268路,523372.217826000010000,2510045.517760000200000
15317,爱联社区,380A线,523345.145481000010000,2509948.845009999800000
17486,爱联社区,811路,523399.434536000020000,2510032.984340000000000
30051,爱联社区,M322路,523368.932924999970000,2510040.777180000200000
2656,爱联社区,351路,523373.759913999990000,2510046.726780000100000
15628,爱联社区,380A线,523379.705957000030000,2510058.756519999800000
18495,爱联社区,812路,523396.040822000010000,2510030.899150000000000
25592,爱联社区,M359路,523363.079995999990000,2510033.062880000100000
21530,爱联社区,M266路,523402.587074999990000,2510096.150090000100000
21701,爱联社区,M266路,523416.475366000030000,2510056.800179999800000
19184,爱联社区,868区间线1,523383.828755000020000,2510011.929899999900000
14964,爱联社区,309路,523399.640253000020000,2510033.093950000100000
22068,爱联社区,M268路,523377.874849000010000,2510003.440830000200000
29999,爱联社区,M322路,523381.471629999990000,2510006.852219999800000
18175,爱联社区,812路,523389.239746999990000,2510078.181720000200000
2397,爱联社区,358路,523354.360293000010000,2510017.840210000100000
46574,爱联社区,深惠3A线,523374.255062000010000,2510055.465570000000000
18310,爱联社区,833路,523374.690331000020000,2510045.172770000100000
24604,爱联社区,M278路,523385.149283999980000,2510065.367300000000000
2607,爱联社区,351路,523379.190255000020000,2510013.724429999900000
24640,爱联社区,M278路,523386.186379000020000,2510016.786320000000000
25684,爱联社区,M359路,523399.649557999980000,2510028.999830000100000
46474,爱联社区,深惠3A线,523376.671810000030000,2509989.062590000200000
15019,爱联社区,309路,523364.402821000030000,2510040.137430000100000
16533,爱联社区,366路,523377.452233000020000,2510053.457070000000000
16627,爱联社区,366路,523386.274259000030000,2510023.424900000000000
17435,爱联社区,811路,523371.804863000000000,2510045.962540000200000
19119,爱联社区,868区间线1,523375.184972000020000,2510054.132869999900000
18435,爱联社区,833路,523400.655768000000000,2510039.395920000000000
2558,爱联社区,358路,523396.058436000020000,2510023.153520000200000
24602,爱联小学,M278路,523765.136430000010000,2510721.113059999900000
22070,爱联小学,M268路,523769.464538000000000,2510667.990540000100000
17488,爱联小学,811路,523769.865381999990000,2510673.190710000200000
14966,爱联小学,309路,523773.663918000010000,2510677.389349999800000
15017,爱联小学,309路,523750.455416999990000,2510704.651469999900000
29749,爱联小学,M320路,523734.914761999970000,2510606.308100000000000
29785,爱联小学,M320路,523760.095258000020000,2510720.679219999800000
30049,爱联小学,M322路,523759.181616000020000,2510714.594719999900000
15626,爱联小学,380A线,523747.386740999990000,2510695.694029999900000
22101,爱联小学,M268路,523750.877703999980000,2510699.449820000200000
18308,爱联小学,833路,523752.004628999970000,2510701.882189999800000
18497,爱联小学,812路,523770.479342999980000,2510674.849529999800000
16629,爱联小学,366路,523762.995171000020000,2510661.583540000000000
2560,爱联小学,358路,523819.815475000010000,2510750.357050000200000
16531,爱联小学,366路,523765.743185999980000,2510726.312890000200000
25686,爱联小学,M359路,523776.438940999970000,2510678.934020000000000
46476,爱联小学,深惠3A线,523776.559896000020000,2510670.191970000000000
25590,爱联小学,M359路,523745.450469999980000,2510686.513199999900000
2395,爱联小学,358路,523753.867773999980000,2510696.567249999800000
18437,爱联小学,833路,523782.473323000010000,2510696.629490000200000
24744,爱联小学,M319路,523755.711455999990000,2510650.862819999900000
18173,爱联小学,812路,523744.938686000010000,2510685.186300000200000
30001,爱联小学,M322路,523816.312136999970000,2510752.906460000200000
15319,爱联小学,380A线,523737.679593999990000,2510612.831290000100000
46572,爱联小学,深惠3A线,523729.842377000020000,2510670.277559999800000
17433,爱联小学,811路,523758.367710000020000,2510710.059239999900000
24642,爱联小学,M278路,523732.635329000010000,2510613.726629999900000
21528,爱联小学,M266路,523747.596186999990000,2510693.923130000000000
21703,爱联小学,M266路,523764.229738999970000,2510661.692050000200000
24809,爱联小学,M319路,523752.298576999980000,2510709.074330000200000
24612,爱联嶂背村,M278路,525827.828877000020000,2509678.312839999800000
24632,爱联嶂背村,M278路,525773.645519000010000,2509627.107309999900000
42697,爱群路口,M336路,492062.511645000020000,2509078.694910000100000
3923,爱榕园,226路,492211.244820000020000,2488592.254629999900000
9035,爱榕园,K105路,492199.351267000020000,2488597.577360000000000
8942,爱榕园,K105路,492208.993269000030000,2488596.221030000100000
3847,爱榕园,226路,492200.685472999990000,2488597.921019999800000
11423,爱榕园,B816路,492198.006528000000000,2488589.705140000200000
17809,爱文学校,398路,513621.281002999980000,2511594.097579999800000
26250,爱文学校,M361路,513609.389070999980000,2511580.162529999900000
26328,爱文学校,M361路,513709.668246000020000,2511677.375839999900000
17721,爱文学校,398路,513706.286387000000000,2511672.333480000000000
28466,爱心小区,M466路,523624.731436999980000,2509671.354280000100000
28514,爱新路口,M466路,523404.134407999980000,2509825.713409999900000
24605,爱新路口,M278路,523630.707083999990000,2509669.123319999800000
24639,爱新路口,M278路,523403.721177999980000,2509826.268720000100000
28465,爱新路口,M466路,523353.324469999990000,2509841.359400000000000
28513,爱新小区,M466路,523621.189264999990000,2509689.068930000100000
43479,安宝中心医院,M378路,487315.671815000010000,2497294.731430000200000
6446,安芳小学,69路,515359.778929000020000,2493433.070110000200000
17607,安芳小学,381路,515353.848047000010000,2493476.436210000000000
3546,安芳小学,220路,515353.016206000000000,2493482.173179999900000
6588,安芳小学,69路,515379.289601999980000,2493378.377470000200000
3725,安芳小学,220路,515367.438614999990000,2493399.702020000200000
43999,安芳小学(罗芳村总站),M383路,515373.009949000030000,2493385.877880000000000
43935,安芳小学(罗芳村总站),M383路,515355.942557999980000,2493453.461509999800000
42623,安合兴公司,M336路,492214.048985000000000,2509523.684220000200000
24385,安合兴公司,M233路,492214.867039999980000,2509527.785250000200000
42698,安合兴公司,M336路,492231.154750999990000,2509534.894830000100000
24272,安合兴公司,M233路,492224.604422000000000,2509517.135520000000000
32043,安华工业区,615路,488614.411609000000000,2497241.049960000000000
10402,安华工业区,M393路,488718.793077000010000,2497150.766660000200000
9969,安华工业区,M371路,488720.742971000030000,2497148.579210000100000
33133,安华工业区,718路,488711.404188000010000,2497160.739490000100000
39132,安华工业区,M250路,488611.332982000020000,2497247.762079999800000
39283,安华工业区,M245路,488612.051142000010000,2497245.115040000100000
9716,安华工业区,M313路,488603.018820000000000,2497255.294060000200000
39309,安华工业区,M246路,488745.783806000020000,2497124.345929999800000
32273,安华工业区,615路,488732.442442000030000,2497137.004410000100000
39451,安华工业区,M245路,488722.282509999990000,2497148.046350000000000
39495,安华工业区,M246路,488598.707682000010000,2497258.892310000000000
10296,安华工业区,M370路,488726.798172999990000,2497144.122460000200000
10196,安华工业区,M370路,488601.889800000000000,2497256.718650000200000
31332,安华工业区,395路,488611.537996000030000,2497245.993950000000000
42586,安华工业区,M349路,488604.250016000010000,2497251.104030000000000
42571,安华工业区,M349路,488709.556887999990000,2497162.707080000100000
43754,安华工业区,M425路,488723.103437000010000,2497146.507919999800000
31457,安华工业区,603路,488723.103507999970000,2497147.061269999900000
43025,安华工业区,M382路,488716.638255000000000,2497155.718119999900000
9684,安华工业区, ,488720.948607000000000,2497151.348650000100000
43155,安华工业区,M382路,488587.211530999980000,2497270.369659999900000
33238,安华工业区,718路,488617.080384999980000,2497238.980849999900000
10540,安华工业区,M393路,488609.998308999990000,2497247.191970000000000
43584,安华工业区,M425路,488615.027469999970000,2497240.504370000200000
40600,安华工业区,M259路,488718.895903000030000,2497152.206710000100000
31912,安华工业区,603路,488603.942323000000000,2497252.760220000100000
31429,安华工业区,395路,488722.795571999970000,2497146.946500000100000
40507,安华工业区,M259路,488609.074465000010000,2497247.733730000000000
10321,安华工业区,M371路,488621.186214999990000,2497236.044580000000000
38888,安华工业区,M250路,488724.643166999970000,2497147.524449999900000
32413,安吉尔公司,630路,491157.738194999980000,2510500.701679999900000
33789,安吉尔公司,M442路,491155.281572000010000,2510490.814300000200000
38377,安吉尔公司,M206路,491156.100547000010000,2510489.388840000100000
41732,安吉尔公司,M335路,491151.800784000020000,2510505.143889999900000
41548,安吉尔公司,M335路,491161.118457000000000,2510669.061960000100000
38518,安吉尔公司,M206路,491156.409997000010000,2510677.728819999800000
32572,安吉尔公司,630路,491160.093919000010000,2510647.799769999900000
24355,安吉尔公司,M234路,491161.629955000010000,2510661.324190000100000
2279,安吉尔公司,325路,491161.015598000030000,2510657.552130000200000
33857,安吉尔公司,M442路,491160.606085999990000,2510656.439059999800000
2179,安吉尔公司,325路,491158.660917999980000,2510450.921900000000000
38301,安吉尔公司,M217路,491161.630407000020000,2510671.615189999800000
24500,安吉尔公司,M234路,491155.282032000020000,2510472.998939999800000
38022,安吉尔公司,M217路,491151.288645999970000,2510529.147780000200000
35326,安吉尔集团,769路,491258.881505000000000,2510447.734069999800000
35350,安吉尔集团,769路,491176.164089999980000,2510584.759949999900000
35742,安吉尔集团,B643路,491275.569114000010000,2510430.507170000100000
24276,安吉尔集团,M233路,491283.245952999980000,2510453.862009999800000
24381,安吉尔集团,M233路,491254.274276999990000,2510458.728430000100000
35775,安吉尔集团,B643路,491154.564520000010000,2510518.134550000100000
40170,安佳工业区,M264路,504940.439361000030000,2509504.486000000000000
41079,安佳工业园,M289路,504926.416879999980000,2509494.236829999800000
36460,安佳工业园,B768路,504948.022316000020000,2509502.973739999800000
40213,安佳工业园,M264路,504940.455704999970000,2509491.097540000000000
36434,安佳工业园,B768路,504915.764001999980000,2509493.297720000100000
41151,安佳工业园,M289路,505011.148533000030000,2509491.642380000100000
37208,安乐工业区,M469路,482530.347721000030000,2499561.656430000000000
10413,安乐工业区,M393路,482590.340889999990000,2499605.600149999800000
37250,安乐工业区,M469路,482593.750138000000000,2499605.333949999900000
36965,安乐工业区,B827路,482549.992734000030000,2499571.256600000000000
36528,安乐工业区,B778路,482574.288074999990000,2499581.125740000000000
10529,安乐工业区,M393路,482575.012334000030000,2499581.780460000000000
36958,安乐工业区,B827路,482596.851497999970000,2499606.400040000200000
15302,安良六村,380A线,522421.879529999980000,2502542.563149999800000
15642,安良六村,380A线,522434.010636000020000,2502455.183910000100000
15998,安良六村,380B线,522427.687263000000000,2502498.765970000100000
45611,安良六村,930B线,522429.140820999980000,2502485.132280000000000
2412,安良六村,358路,522425.732328000010000,2502488.827560000100000
2543,安良六村,358路,522428.820103999980000,2502502.847680000100000
16185,安良六村,380B线,522431.840315999990000,2502459.638629999900000
45432,安良六村路口,930路,522424.471449000000000,2502524.376749999800000
16183,安良路口,380B线,522007.154216000000000,2502988.742959999900000
15304,安良路口,380A线,521983.780748000020000,2503036.902830000000000
15640,安良路口,380A线,522015.319964999970000,2502978.219380000100000
2410,安良路口,358路,522007.155139999990000,2502987.414630000000000
2545,安良路口,358路,521983.263746000010000,2503037.795930000000000
16000,安良路口,380B线,521982.231305000020000,2503037.368249999800000
45609,安良路口,930B线,521985.020833000020000,2503035.777780000100000
45434,安良路口,930路,521978.507038999990000,2503046.388840000100000
15303,安良市场,380A线,522089.659650999990000,2502844.764680000000000
45610,安良市场,930B线,522074.152754999990000,2502870.665870000100000
2411,安良市场,358路,522054.507487999970000,2502907.364610000000000
15999,安良市场,380B线,522085.833929000010000,2502852.235400000100000
45433,安良市场,930路,522091.827150000030000,2502846.283710000100000
15641,安良市场,380A线,522075.701661000030000,2502870.754530000000000
2544,安良市场,358路,522098.439457000000000,2502840.987600000100000
16184,安良市场,380B线,522074.462922999980000,2502870.107989999900000
45429,安良五村,930路,523107.077807999970000,2503457.677449999800000
36816,安通达工业区,B829路,492158.424119999980000,2497262.910120000100000
8459,安托山,B733路,500358.645480000010000,2493887.291309999800000
8575,安托山,B733路,500416.576293000020000,2494249.144660000200000
45939,安托山,374路,500340.737436999970000,2493753.626740000200000
45852,安托山,374路,500286.346711000020000,2493764.773300000000000
12108,安托山场站,N24路,499365.269526000020000,2493394.193010000000000
5589,安托山场站,M500路,499376.761770999990000,2493389.714060000100000
5611,安托山场站,M500路,499364.755859000030000,2493395.302070000200000
6511,安托山场站,72路,499366.602063999980000,2493395.736270000200000
6694,安托山场站,70路,499377.582647999980000,2493389.378370000000000
12176,安托山场站,N24路,499366.603336000000000,2493393.854880000000000
6369,安托山场站,72路,499363.934664000000000,2493396.080540000000000
6773,安托山场站,70路,499387.945516999990000,2493386.012449999800000
41308,安托山高科技园,M331路,477809.264673999980000,2514527.306059999900000
31142,安托山高科技园,653路,477856.745447000020000,2514532.869109999900000
35714,安托山高科技园,653路,477715.292205000010000,2514500.156490000000000
31772,安托山高科技园,338路,477738.883313000030000,2514505.035569999800000
30979,安托山高科技园,337路,477754.893236999980000,2514512.204820000100000
30875,安托山高科技园,337路,477817.685210000030000,2514533.223530000100000
31643,安托山高科技园,338路,477911.100512999980000,2514540.447819999900000
41343,安托山高科技园,M331路,477758.571822000030000,2514506.962710000100000
32197,安置小区,610路,490624.856865999990000,2497152.129970000100000
37186,安置小区,M469路,490640.839787999980000,2497133.157800000200000
5509,安置小区,797路,490563.487529999980000,2497207.364080000200000
40518,安置小区,M259路,490612.255060000000000,2497163.968400000100000
37271,安置小区,M469路,490582.031370999990000,2497185.341089999800000
4661,安置小区,382路,490621.475892000020000,2497154.836500000200000
5441,安置小区,797路,490622.090617000010000,2497154.072770000000000
40592,安置小区,M259路,490598.014053000020000,2497167.919760000000000
20567,岸上林居,B723路,524718.767356000030000,2514833.278190000000000
20555,岸上林居,B723路,524722.534840999990000,2514875.256240000000000
17738,岸上林居,398路,524718.048622000030000,2514833.494310000000000
42420,螯湖老村路口,M288路,508823.976606999990000,2513524.989190000100000
17035,鳌湖老村,312路,508795.309389000000000,2513403.119760000100000
45869,鳌湖老村,深莞2线,508827.887289999980000,2513420.210440000100000
