OK,5,2456,5692,113.971797,22.528802,114.021715,22.539099,1
OK,5,4429,12004,113.971797,22.528802,114.080873,22.547009,2
OK,5,3544,9382,113.971797,22.528802,114.056176,22.543841,3
OK,5,2771,8569,113.971797,22.528802,114.048904,22.542505,4
OK,5,3967,10076,113.971797,22.528802,114.064161,22.543344,5
OK,5,3164,8467,113.971797,22.528802,113.89328,22.540202,6
OK,5,1686,1345,113.971797,22.528802,113.969302,22.539843,7
OK,5,4983,15503,113.971797,22.528802,114.099217,22.564735,8
OK,5,4643,12540,113.971797,22.528802,114.081577,22.551673,9
OK,5,6377,21116,113.971797,22.528802,114.116474,22.604406,10
OK,5,4878,13526,113.971797,22.528802,114.025354,22.613356,11
OK,5,1906,2311,113.971797,22.528802,113.961959,22.542619,12
OK,5,5861,18445,113.971797,22.528802,114.125013,22.570069,13
OK,5,2063,3586,113.971797,22.528802,113.948998,22.543288,14
OK,5,3796,16280,113.971797,22.528802,114.106112,22.566073,15
OK,5,2398,4206,113.971797,22.528802,114.008959,22.536167,16
OK,5,2087,2512,113.971797,22.528802,113.991793,22.535232,17
OK,5,6317,17609,113.971797,22.528802,114.117803,22.568444,18
OK,5,2363,4317,113.971797,22.528802,113.938914,22.541223,19
OK,4,2368,1560,113.971797,22.528802,113.980332,22.53638,20
OK,5,3140,5497,113.971797,22.528802,113.919933,22.535375,21
OK,5,2602,6375,113.971797,22.528802,113.910356,22.535248,22
OK,5,2865,7470,113.971797,22.528802,113.898511,22.535152,23
OK,4,4894,12101,113.971797,22.528802,114.054635,22.572213,24
OK,5,6726,22485,113.971797,22.528802,114.125354,22.609764,25
OK,5,2808,11242,113.971797,22.528802,113.882347,22.557594,26
OK,4,4493,7681,113.971797,22.528802,113.948822,22.583699,27
OK,5,3195,8984,113.971797,22.528802,114.038587,22.55614,28
OK,5,7626,23935,113.971797,22.528802,114.13327,22.616822,29
OK,5,6036,18649,113.971797,22.528802,114.119856,22.57685,30
OK,5,3517,5014,113.971797,22.528802,114.001145,22.551385,31
OK,5,5543,18898,113.971797,22.528802,114.111263,22.587247,32
OK,5,3160,11891,113.971797,22.528802,113.875527,22.557722,33
OK,5,6857,25409,113.971797,22.528802,114.143039,22.622415,34
OK,5,4821,13268,113.971797,22.528802,114.081995,22.558501,35
OK,5,5403,14573,113.971797,22.528802,114.089474,22.56452,36
OK,5,2901,9879,113.971797,22.528802,113.889573,22.550766,37
OK,5,5506,16195,113.971797,22.528802,113.851317,22.578014,38
OK,5,8201,29945,113.971797,22.528802,114.175786,22.637096,39
OK,5,2093,4082,113.971797,22.528802,113.936375,22.521071,40
OK,5,3927,8578,113.971797,22.528802,113.938951,22.583475,41
OK,5,3922,25035,113.971797,22.528802,113.809026,22.626525,42
OK,5,6027,31572,113.971797,22.528802,114.187868,22.642058,43
OK,5,4827,11031,113.971797,22.528802,113.913929,22.58467,44
OK,5,5576,10520,113.971797,22.528802,114.005311,22.602089,45
OK,5,5115,11081,113.971797,22.528802,113.905778,22.577634,46
OK,5,4899,6749,113.971797,22.528802,113.960717,22.585452,47
OK,5,5458,8642,113.971797,22.528802,113.995032,22.592971,48
OK,5,3116,8059,113.971797,22.528802,114.02841,22.556377,49
OK,5,4471,11121,113.971797,22.528802,113.899633,22.572352,50
OK,5,6113,34008,113.971797,22.528802,114.204036,22.651256,51
OK,5,8125,29445,113.971797,22.528802,113.792266,22.654733,52
OK,5,3769,11202,113.971797,22.528802,113.888407,22.562797,53
OK,5,5764,15209,113.971797,22.528802,114.035787,22.620386,54
OK,5,2894,7080,113.971797,22.528802,114.018876,22.555473,55
OK,5,4011,13581,113.971797,22.528802,114.043453,22.597192,56
OK,5,2863,5893,113.971797,22.528802,114.009367,22.552498,57
OK,5,4693,13738,113.971797,22.528802,114.037529,22.604214,58
OK,5,4618,17997,113.971797,22.528802,114.055668,22.629648,59
OK,5,4529,9095,113.971797,22.528802,114.032818,22.562563,60
OK,5,3937,13819,113.971797,22.528802,114.103197,22.544383,61
OK,5,4064,30839,113.971797,22.528802,113.800953,22.676551,62
OK,5,2225,5295,113.971797,22.528802,113.932924,22.512241,63
OK,5,6091,35911,113.971797,22.528802,114.213148,22.661689,64
OK,5,4780,14150,113.971797,22.528802,114.09872,22.551788,65
OK,5,7543,21036,113.971797,22.528802,114.108873,22.610626,66
OK,5,3813,10007,113.971797,22.528802,114.036388,22.568309,67
OK,3,1104,737,113.971797,22.528802,113.966849,22.526076,68
OK,5,3816,11359,113.971797,22.528802,114.047768,22.571203,69
OK,5,6604,18994,113.971797,22.528802,114.065725,22.630241,70
OK,5,7939,21435,113.971797,22.528802,114.105603,22.617603,71
OK,5,6637,19774,113.971797,22.528802,114.074912,22.629485,72
OK,5,8347,21625,113.971797,22.528802,114.100313,22.624369,73
OK,5,6970,37940,113.971797,22.528802,114.21945,22.675972,74
OK,5,2457,6233,113.971797,22.528802,113.93288,22.502977,75
OK,5,4293,31839,113.971797,22.528802,113.805822,22.690927,76
OK,5,4123,12802,113.971797,22.528802,114.063268,22.571174,77
OK,5,3204,12666,113.971797,22.528802,114.087855,22.547125,78
OK,5,2925,4608,113.971797,22.528802,113.988784,22.558775,79
OK,5,3584,14720,113.971797,22.528802,114.084487,22.570588,80
OK,5,3528,15459,113.971797,22.528802,114.092766,22.570258,81
OK,5,2281,8720,113.971797,22.528802,114.055952,22.537491,82
OK,5,2826,3916,113.971797,22.528802,113.976879,22.562912,83
OK,5,3204,4159,113.971797,22.528802,113.994165,22.549357,84
OK,4,6551,39583,113.971797,22.528802,114.22332,22.68866,85
